CaseID,Activity,Timestamp
70,8,15132.56613425926
70,9,15163.614560185186
70,6,15167.542083333334
71,1,15280.680717592593
71,8,15280.681030092592
71,6,15280.742835648149
72,1,14999.885775462963
72,8,14999.886087962963
72,6,15019.82548611111
73,1,15552.709201388889
73,6,15552.70974537037
74,6,15380.821134259259
75,1,14679.969375
75,1,14722.5728125
75,8,14722.572905092593
75,6,14722.572962962962
76,1,15349.959444444445
76,6,15349.998703703704
78,1,15286.720949074073
78,8,15286.724016203703
78,6,15314.023055555555
80,1,15554.640949074073
80,8,15555.758506944445
80,6,15562.67625
81,1,14649.688738425926
81,8,14649.691111111111
81,9,14649.691273148148
81,9,14649.691979166666
81,8,14659.688657407407
81,6,14659.68888888889
84,1,14953.719375
84,8,14953.719641203703
84,6,14953.719837962963
85,1,15030.042939814815
85,8,15030.044270833334
85,6,15037.751539351852
86,1,15503.925555555556
86,8,15506.560798611112
86,9,15506.667268518519
86,6,15509.654189814815
87,1,15292.941608796296
87,8,15296.040625
87,9,15296.041006944444
87,6,15303.729247685185
87,8,15306.910127314815
87,9,15306.915972222223
87,6,15315.903680555555
88,1,14876.58181712963
88,1,14876.822118055556
88,9,14876.822824074074
88,8,14886.700625
88,6,14886.700787037036
90,1,14684.666006944444
90,8,14685.709756944445
90,6,14685.74295138889
91,1,15118.785821759258
91,8,15118.78619212963
91,6,15118.816793981481
92,1,14677.756631944445
92,8,14677.756759259259
92,6,14686.727731481482
93,1,15546.543680555556
93,8,15551.65212962963
93,6,15554.88480324074
94,1,15378.690231481482
94,8,15378.69037037037
94,6,15378.690671296295
95,1,15243.685578703704
95,8,15246.829537037038
95,6,15247.631516203704
96,1,15398.021898148148
96,8,15398.703460648148
96,6,15399.684178240741
96,6,15399.684189814814
98,1,15526.761701388888
98,8,15526.764340277778
98,6,15530.806527777779
99,1,15105.678148148148
99,8,15105.679108796296
99,6,15110.606585648147
101,3,14778.824479166668
101,1,14778.846006944445
101,8,14789.566516203704
101,6,14789.606331018518
102,1,15369.71491898148
102,8,15369.715243055556
102,6,15370.675069444444
103,1,14767.563125
103,1,14767.575810185184
103,8,14767.886620370371
103,9,14768.692696759259
103,8,14769.554224537036
103,2,14769.55449074074
103,6,14776.64105324074
104,1,15001.690960648148
104,8,15001.731018518518
104,6,15001.732222222223
108,1,14986.811296296297
108,8,14998.723217592593
108,6,15000.675451388888
109,1,14876.899664351851
109,8,14879.633194444445
109,9,14880.605335648148
109,8,14921.731666666667
109,6,14921.731909722223
110,1,14959.731527777778
110,8,14959.736400462964
110,6,14959.995023148149
111,1,14789.833888888888
111,8,14789.886412037036
111,6,14790.586851851851
111,8,14790.846527777778
111,9,14791.625034722223
111,8,14792.838402777777
111,6,14792.83949074074
112,1,15253.577025462962
112,8,15254.835960648148
112,6,15261.864259259259
113,3,14735.910972222222
113,1,14753.6828125
113,8,14754.825277777778
113,6,14754.841296296296
116,1,15072.793090277777
116,8,15072.79349537037
116,6,15072.796643518519
117,1,15540.707928240741
117,8,15541.61775462963
117,6,15541.8640625
118,1,15040.793333333333
118,8,15040.793530092593
118,6,15040.884965277777
119,1,15313.932141203704
119,8,15313.957592592593
119,6,15321.723657407407
120,1,15454.838229166666
120,8,15468.703541666666
120,9,15468.771875
120,6,15468.836423611112
121,1,15014.895115740741
121,8,15014.931273148148
121,6,15014.931782407408
122,1,15019.974398148148
122,8,15020.80400462963
122,6,15020.82832175926
123,1,15100.564664351852
123,8,15100.565034722222
123,9,15100.788773148148
123,8,15106.823414351851
123,6,15106.823541666667
124,1,15498.896898148148
124,8,15499.532881944444
124,6,15499.532986111111
125,1,14840.658900462962
125,8,14840.659594907407
125,9,14840.671701388888
125,8,14865.593993055556
125,6,14865.6178125
126,1,15546.898969907408
126,1,15579.811689814815
126,6,15579.845891203704
127,1,14680.728344907408
127,8,14680.728472222223
127,6,14680.734340277777
128,1,15306.673923611112
128,6,15306.740960648149
128,6,15306.740960648149
130,3,14707.623645833333
130,1,14707.625752314814
130,8,14707.625821759259
130,6,14707.625914351851
132,1,15512.785254629629
132,8,15512.812523148148
132,9,15512.855648148148
132,6,15516.752465277777
133,1,15000.80900462963
133,1,15000.833287037038
133,8,15000.833368055555
133,6,15002.937002314815
134,1,15083.863020833332
134,8,15083.864872685184
134,6,15083.865069444444
135,1,15013.831724537036
135,8,15013.83195601852
135,9,15015.685763888889
135,8,15019.834155092592
135,6,15019.835405092592
135,8,15036.740706018518
135,6,15036.920474537037
136,1,15497.867314814815
136,8,15498.763703703704
136,6,15499.551030092593
137,1,15191.79181712963
137,8,15197.688043981481
137,9,15198.821469907407
137,6,15205.767789351852
138,1,15401.717893518518
138,8,15401.718009259259
138,6,15401.731979166667
139,1,14718.572581018518
139,8,14718.635648148149
139,6,14718.643113425926
141,1,14986.777453703704
141,8,14986.777731481481
141,9,14986.785023148148
141,8,14986.797118055556
141,9,14986.815671296295
141,8,15000.725856481482
141,6,15000.726435185185
142,1,15406.791724537037
142,8,15407.912222222221
142,6,15408.950289351851
146,1,14887.871840277778
146,8,14887.88136574074
146,6,14887.88170138889
148,1,15348.805266203704
148,8,15349.010023148148
148,6,15349.010335648149
148,6,15349.010335648149
149,1,15014.941284722223
149,8,15014.9696875
149,6,15014.975509259259
150,3,15112.610891203703
150,1,15112.610983796296
150,8,15112.612222222222
150,9,15117.88951388889
150,8,15120.580243055556
150,6,15120.580555555556
151,1,14650.767743055556
151,8,14650.77335648148
151,6,14650.773483796296
152,1,15478.756226851852
152,8,15484.667094907407
152,6,15485.591851851852
153,1,15523.566041666667
153,8,15523.708715277779
153,6,15523.709363425925
155,1,14958.013784722221
155,8,14960.781493055556
155,9,14966.976469907408
155,8,14992.802233796296
155,6,14992.802418981482
157,1,15118.550960648148
157,8,15125.904270833333
157,6,15131.679872685185
158,1,14872.914594907408
158,8,14873.573344907407
158,6,14873.579027777778
159,1,15238.550185185186
159,8,15238.574120370371
159,6,15244.805902777778
160,1,15030.788217592593
160,8,15030.89357638889
160,6,15030.894791666668
161,1,14831.552881944444
161,8,14833.689988425926
161,6,14834.55880787037
162,1,15251.908136574075
162,1,15254.811921296296
162,6,15254.8125
163,1,14897.602314814814
163,8,14909.740625
163,6,14909.740694444445
164,1,14880.78056712963
164,8,14880.782523148147
164,6,14880.83550925926
165,1,15353.025266203704
165,6,15353.025567129629
166,1,14651.700578703703
166,8,14664.039212962964
166,6,14664.039305555556
167,1,15301.946967592592
167,8,15303.758553240741
167,9,15303.917569444444
167,6,15306.725694444445
167,6,15306.725717592593
168,1,15348.751238425926
168,8,15348.80587962963
168,6,15348.806585648148
170,1,15462.913090277778
170,8,15463.5771875
170,9,15463.584270833333
170,8,15477.574050925927
170,9,15477.57445601852
170,6,15478.554826388889
171,1,15215.842222222222
171,1,15216.659594907407
171,8,15216.671238425926
171,6,15217.565798611111
172,1,14868.918287037037
172,8,14873.835555555555
172,6,14879.672847222222
173,1,14928.718888888889
173,1,14928.7190625
173,8,14929.873622685185
173,6,14929.875856481482
174,1,15271.682268518518
174,8,15281.991875
174,9,15283.01707175926
174,6,15287.931157407407
175,1,14887.57429398148
175,8,14887.583113425926
175,6,14887.583541666667
176,1,15538.697523148148
176,8,15538.697777777777
176,6,15539.799699074074
177,1,15357.675046296295
177,8,15357.681851851852
177,6,15357.737534722222
178,1,15392.951192129629
178,8,15392.951296296296
178,6,15399.733900462963
179,1,15441.81258101852
179,8,15442.645590277778
179,6,15442.790034722222
180,1,15253.682893518519
180,8,15253.838703703705
180,6,15253.855208333332
181,1,15246.661053240741
181,6,15247.801608796297
182,1,14749.60523148148
182,8,14753.705057870371
182,6,14753.70829861111
183,3,14748.881122685185
183,1,14749.579016203703
183,8,14753.552743055556
183,6,14753.554270833334
185,1,14915.909710648148
185,8,14916.921041666666
185,9,14916.921423611111
185,8,14931.744583333333
185,6,14931.744652777777
186,1,15534.597222222223
186,8,15534.809490740741
186,9,15534.825115740741
186,6,15539.545555555556
187,1,14907.801481481481
187,8,14909.810578703704
187,6,14909.812152777778
188,1,15348.915949074075
188,8,15348.916076388889
188,6,15349.71042824074
189,1,14642.909178240741
189,1,14642.919618055555
189,8,14643.935497685185
189,6,14643.935601851852
190,1,15026.983622685186
190,8,15027.030868055555
190,6,15036.93494212963
194,1,15378.811145833333
194,8,15380.769791666668
194,6,15404.813287037037
195,1,14873.703472222222
195,8,14875.642442129629
195,9,14879.673414351852
195,8,14881.546087962963
195,9,14881.586747685185
195,8,14881.770543981482
195,6,14881.77068287037
196,1,15294.781597222222
196,8,15295.896909722222
196,6,15295.89732638889
197,1,15492.596493055555
197,8,15495.580810185185
197,6,15495.65732638889
197,6,15495.65732638889
198,1,15092.823784722223
198,8,15092.82414351852
198,6,15103.905416666666
199,8,15321.990162037036
199,6,15322.769074074075
200,1,15442.874583333334
200,8,15443.879884259259
200,6,15446.819456018518
201,1,15208.54619212963
201,8,15208.635046296296
201,6,15208.647083333333
203,1,14771.679189814815
203,8,14771.76574074074
203,6,14776.586296296296
204,1,15278.979618055555
204,8,15278.97974537037
204,6,15280.903599537038
205,1,14950.799212962964
205,8,14952.805358796297
205,9,14963.933680555556
205,8,14964.900185185184
205,6,14964.938530092593
206,1,15037.76837962963
206,8,15037.770509259259
206,9,15037.814479166667
206,8,15044.825185185186
206,6,15044.825324074074
207,1,15146.819872685186
207,8,15148.829282407407
207,6,15166.570902777778
208,1,14894.702025462962
208,8,14894.790358796296
208,6,14894.878854166667
209,1,15350.77758101852
209,8,15350.777847222222
209,6,15350.779143518519
211,1,15554.668715277778
211,6,15555.789039351852
212,1,15474.777476851852
212,8,15474.77755787037
212,6,15474.811550925926
213,1,15174.696863425926
213,6,15182.59662037037
214,1,15000.67818287037
214,1,15000.706273148147
214,8,15000.706655092592
214,6,15001.683715277777
215,1,14714.551226851852
215,8,14726.854305555555
215,6,14726.854375
216,1,14692.801469907406
216,1,14692.801724537037
216,8,14692.80181712963
216,6,14692.801863425926
217,1,15037.732361111111
217,8,15037.73269675926
217,6,15041.972592592592
218,1,15059.011111111111
218,8,15059.012222222222
218,6,15059.02207175926
218,8,15061.626574074075
218,9,15064.899479166666
218,8,15072.784189814814
218,6,15072.7925
219,8,15289.757534722223
219,9,15289.786400462963
219,8,15293.698912037036
219,6,15293.699675925925
219,6,15293.6996875
220,1,15180.710844907408
220,8,15183.820185185185
220,9,15190.658194444444
220,6,15190.8096875
221,1,15301.781956018518
221,8,15303.966041666667
221,6,15306.823819444444
222,1,15371.8153125
222,6,15371.816157407407
223,1,15414.894467592592
223,8,15415.812800925925
223,6,15415.978483796296
223,6,15415.978495370371
224,1,15488.847905092593
224,8,15488.848159722222
224,9,15488.861875
224,6,15489.587534722223
225,1,15176.825219907407
225,6,15177.795671296297
226,1,15075.91775462963
226,8,15075.917962962963
226,6,15077.681122685186
227,1,15111.63511574074
227,8,15111.635324074074
227,6,15114.779085648148
228,1,14874.90226851852
228,8,14875.609513888889
228,6,14875.60988425926
229,1,15301.739212962962
229,6,15301.806597222223
231,1,14901.839050925926
231,1,14902.919421296296
231,8,14902.91962962963
231,6,14903.601724537037
234,1,14783.915266203703
234,1,14788.758969907407
234,8,14797.673784722223
234,6,14797.673958333333
236,1,14993.755763888888
236,8,15010.023020833334
236,6,15012.783425925925
238,1,14813.852546296297
238,8,14817.567083333333
238,6,14817.567731481482
239,1,15169.810138888888
239,8,15169.909895833332
239,6,15189.593055555555
240,1,15182.896018518519
240,8,15188.912685185185
240,6,15196.780324074074
241,1,15477.911898148148
241,8,15478.54050925926
241,6,15481.602280092593
242,1,15554.643101851852
242,8,15574.85056712963
242,6,15574.853078703703
243,1,15511.862094907407
243,8,15511.863912037037
243,6,15511.864270833334
244,1,14938.043738425926
244,8,14938.056851851852
244,6,14938.056944444445
245,1,14727.889710648149
245,8,14728.677268518519
245,6,14732.789293981481
246,1,14909.89011574074
246,1,14915.956354166667
246,8,14915.956435185186
246,6,14915.95650462963
247,3,15562.541400462964
247,8,15562.543599537037
247,6,15562.554837962964
248,1,15286.897395833334
248,6,15287.694270833334
248,6,15287.694282407407
249,1,15084.565335648149
249,8,15084.566261574075
249,6,15091.662037037036
250,1,15028.046516203704
250,8,15028.046712962963
250,6,15033.780277777778
251,1,15517.868449074074
251,8,15524.572291666667
251,6,15527.61863425926
252,1,14993.955023148148
252,8,14993.955266203704
252,6,14994.973356481481
252,8,14998.901898148148
252,6,15033.736412037037
254,1,14936.746851851853
254,8,14943.923391203703
254,6,14943.924097222221
255,1,15405.68355324074
255,8,15405.902731481481
255,6,15405.921875
256,1,14986.028912037036
256,8,15001.79162037037
256,6,15001.791967592593
257,1,15002.821377314815
257,8,15014.910254629629
257,6,15014.91037037037
258,1,14945.723055555556
258,8,14945.76130787037
258,9,14945.761516203704
258,8,14950.031712962964
258,6,14950.031805555556
259,1,14691.673784722223
259,1,14692.693831018518
259,8,14692.693981481481
259,6,14735.567071759258
260,1,14900.802152777778
260,1,14900.812268518519
260,8,14901.678541666666
260,6,14928.907939814815
261,1,15551.705162037037
261,8,15551.705416666666
261,6,15551.80181712963
263,1,15337.036018518518
263,8,15337.761608796296
263,6,15338.667800925927
264,1,15042.893900462963
264,8,15044.670821759259
264,6,15044.682384259258
266,1,15509.700694444444
266,6,15511.549525462962
266,6,15511.549537037037
267,1,15099.653761574074
267,8,15099.65425925926
267,6,15099.802060185186
268,3,14813.599282407407
268,1,14813.599583333333
268,8,14813.604085648149
268,6,14813.662094907408
269,8,15320.695011574075
269,6,15342.718888888889
270,1,15065.617175925925
270,8,15065.617592592593
270,9,15065.654189814815
270,9,15065.694456018518
270,8,15068.670601851853
270,6,15070.7003125
271,3,14676.82181712963
271,1,14676.822881944445
271,1,14676.823483796295
271,8,14676.828333333333
271,6,14677.04224537037
272,1,15364.6659375
272,8,15364.693773148148
272,9,15371.811481481482
272,6,15399.056724537037
273,1,14693.969479166666
273,8,14693.980694444444
273,6,14694.048958333333
274,1,15450.699560185185
274,8,15456.609675925925
274,6,15456.763518518519
275,1,14768.780717592592
275,8,14788.835231481482
275,6,14788.838483796297
276,3,14698.91550925926
276,1,14698.91568287037
276,8,14698.916087962964
276,6,14698.926030092593
277,1,15412.741215277778
277,8,15412.741712962963
277,6,15413.941226851852
278,1,14753.788773148148
278,9,14754.901956018519
278,8,14776.615856481481
278,9,14776.616018518518
278,8,14781.878321759259
278,6,14782.76925925926
279,1,15254.65974537037
279,6,15254.660104166667
280,1,14938.918553240741
280,8,14938.919050925926
280,9,14938.997673611111
280,8,14943.017534722223
280,6,14943.01761574074
280,8,14943.79050925926
280,6,14944.939675925925
281,1,15155.821203703703
281,1,15155.821446759259
281,8,15159.763703703704
281,6,15159.789652777778
283,1,15503.637592592593
283,8,15509.66792824074
283,6,15523.65582175926
284,1,15286.683333333332
284,8,15286.68355324074
284,6,15286.69087962963
285,1,15462.695798611112
285,8,15463.58349537037
285,6,15463.857280092592
287,1,15013.658981481482
287,8,15013.659421296295
287,6,15013.784710648148
288,1,15295.733136574074
288,8,15295.733344907407
288,6,15295.916724537037
289,1,14859.841053240742
289,8,14859.864456018518
289,6,14859.902523148148
290,1,15384.795474537037
290,9,15385.722372685184
290,6,15399.980138888888
290,6,15399.980185185184
291,1,14895.681631944444
291,1,14895.681851851852
291,8,14895.682118055556
291,6,14902.891400462962
292,1,15554.615902777778
292,8,15554.617233796296
292,6,15554.61744212963
293,1,15548.799108796296
293,8,15562.803425925926
293,6,15566.601979166666
294,1,14743.788368055555
294,8,14743.79324074074
294,6,14743.80851851852
295,1,15385.722847222221
295,8,15385.729421296297
295,6,15385.879837962962
295,6,15385.879849537037
297,1,14805.697650462964
297,8,14805.787962962962
297,6,14805.798819444444
298,1,14944.028773148148
298,8,14944.716180555555
298,6,14944.716273148148
300,1,15421.02394675926
300,8,15421.0240625
300,6,15425.688449074074
301,1,14735.711909722222
301,8,14735.792638888888
301,6,14735.810497685185
301,8,14735.85880787037
301,9,14735.920925925926
301,8,14736.762152777777
301,6,14736.762303240741
302,1,14933.037349537037
302,8,14933.058472222223
302,6,14935.703159722223
303,1,15376.687048611111
303,8,15376.68712962963
303,6,15376.70638888889
304,1,15252.908599537037
304,8,15253.646087962963
304,6,15253.825625
305,1,15467.57074074074
305,8,15467.590868055555
305,9,15467.691990740741
305,6,15475.774849537038
306,1,14872.890636574075
306,8,14872.89105324074
306,6,14872.89201388889
307,1,15513.585127314815
307,8,15516.670925925926
307,6,15516.685520833333
309,1,15541.542465277778
309,8,15544.838981481482
309,6,15544.848391203705
310,1,15134.697673611112
310,8,15156.574502314816
310,9,15156.88548611111
310,6,15169.9046875
311,1,15419.754270833333
311,8,15419.7546875
311,6,15419.755046296295
312,1,15539.70619212963
312,8,15539.812037037036
312,6,15540.549097222221
314,1,15078.603935185185
314,8,15082.660208333333
314,6,15082.665266203703
315,1,14922.970289351852
315,8,14922.970682870371
315,9,14931.966655092592
315,8,14949.973541666666
315,6,14949.973738425926
316,1,14855.610034722222
316,1,14855.617291666667
316,8,14858.89380787037
316,6,14858.894641203704
318,1,15488.85857638889
318,8,15490.709652777778
318,6,15491.577627314815
319,1,14972.016435185185
319,8,14992.981550925926
319,9,14992.98633101852
319,8,14995.942210648149
319,6,14995.942314814814
320,1,14971.008946759259
320,8,14971.035497685185
320,6,14994.783773148149
321,1,14791.661828703704
321,1,14791.772916666667
321,8,14791.946712962963
321,9,14791.95488425926
321,8,14792.760497685185
321,6,14792.777662037037
322,1,14938.826747685185
322,8,14938.826921296297
322,9,14939.769212962963
322,8,14956.988773148149
322,6,14956.988935185185
324,8,15589.61462962963
324,6,15607.690775462963
325,1,15006.918090277777
325,1,15021.03662037037
325,8,15021.036701388888
325,6,15026.921099537038
327,1,14711.652453703704
327,8,14728.856446759259
327,6,14728.856516203703
328,1,15349.749814814815
328,8,15349.749953703704
328,6,15349.79667824074
329,1,15275.710474537036
329,8,15280.695960648149
329,6,15280.697002314815
329,8,15294.826145833333
329,6,15295.704143518518
330,1,14887.880162037038
330,1,14889.602141203704
330,8,14890.689016203703
330,6,14890.82988425926
330,6,14890.83837962963
334,1,15093.90005787037
334,8,15093.900335648148
334,9,15096.590393518518
334,8,15097.692453703703
334,6,15097.692627314815
335,1,14844.634050925926
335,8,14844.634282407407
335,6,14844.63480324074
336,1,15450.704467592592
336,8,15450.704641203703
336,6,15453.635046296296
338,1,15540.704872685184
338,8,15541.684583333334
338,6,15541.685138888888
339,1,15474.775023148148
339,8,15475.878090277778
339,9,15475.879895833334
339,6,15476.914768518518
340,1,15405.804398148148
340,8,15406.037013888888
340,9,15413.788877314815
340,6,15415.00224537037
341,1,15329.911875
341,6,15330.997534722223
342,1,14718.700219907407
342,8,14761.924212962964
342,6,14761.92704861111
344,1,15359.043483796297
344,8,15359.04369212963
344,6,15359.949421296296
347,1,15187.585185185186
347,6,15205.645474537037
347,6,15205.645474537037
350,1,15336.900694444445
350,8,15357.816793981481
350,9,15372.717083333333
350,6,15377.806875
351,1,14697.675150462963
351,8,14700.84554398148
351,6,14700.845625
352,1,15468.700162037037
352,6,15468.700578703703
352,6,15468.700590277778
353,1,14938.05605324074
353,8,14943.03412037037
353,6,14943.034328703703
354,1,15189.8821875
354,9,15189.883252314814
354,6,15190.828460648148
354,6,15190.828518518518
355,1,14984.69392361111
355,1,14984.695648148148
355,8,15001.023761574073
355,6,15014.042152777778
356,1,15510.80832175926
356,8,15511.57394675926
356,6,15511.591377314815
357,1,15532.868217592593
357,8,15533.541238425925
357,6,15533.547175925925
358,1,14869.835393518519
358,1,14869.908518518518
358,8,14873.768831018519
358,6,14873.768969907407
359,1,14971.885972222222
359,8,14995.697407407408
359,6,14995.697777777777
360,1,14650.011875
360,8,14664.028171296297
360,6,14684.71224537037
362,1,15393.739594907407
362,8,15411.962916666667
362,9,15413.07900462963
362,6,15429.833668981482
363,1,14708.567071759258
363,1,14712.903125
363,8,14713.640486111111
363,6,14713.640578703704
365,1,14972.712997685185
365,8,14972.713113425925
365,9,14972.784618055555
365,8,14972.94875
365,6,14972.949317129629
366,1,15531.86275462963
366,8,15531.86287037037
366,6,15533.640810185185
368,1,15147.79724537037
368,1,15147.797453703704
368,8,15147.91349537037
368,9,15148.59642361111
368,9,15148.596458333333
368,8,15175.592546296297
368,6,15189.836006944444
369,1,15168.83585648148
369,8,15169.609247685185
369,8,15169.61943287037
369,6,15169.641006944445
371,1,15365.785810185185
371,8,15365.785914351853
371,6,15365.830868055555
372,1,15484.839328703703
372,8,15484.887974537038
372,6,15485.635648148149
373,1,15324.915578703703
373,8,15324.916192129629
373,6,15337.019224537036
375,1,15470.767557870371
375,8,15470.767719907408
375,6,15470.770960648148
376,1,14733.701701388889
376,8,14734.691122685184
376,9,14734.69125
376,8,14746.591053240742
376,6,14746.591134259259
377,1,15324.957731481481
377,8,15327.798391203703
377,6,15352.973761574074
379,1,14802.904664351852
379,8,14816.780671296296
379,6,14816.780983796296
381,1,15442.596851851851
381,8,15442.596944444444
381,6,15446.895717592593
385,1,14958.024074074074
385,8,14958.99162037037
385,6,14958.992199074075
386,1,15104.619895833333
386,8,15104.62013888889
386,9,15107.807604166666
386,8,15111.619872685185
386,6,15111.619988425926
387,1,15322.837407407407
387,8,15322.837488425926
387,6,15330.785173611112
387,6,15330.785185185185
388,1,14799.851412037036
388,9,14804.619895833333
388,8,14817.544305555555
388,6,14817.544386574074
389,1,15153.82170138889
389,1,15153.822453703704
389,8,15154.607708333333
389,6,15154.641967592592
390,1,14627.729189814814
390,8,14627.729444444445
390,6,14627.730798611112
391,1,15232.646111111111
391,8,15233.871076388888
391,6,15237.597962962964
392,1,15411.748449074074
392,6,15411.95380787037
392,6,15411.956319444444
393,1,14907.673206018519
393,8,14911.838599537037
393,6,14911.840462962962
394,1,15351.835162037038
394,8,15352.739965277779
394,6,15352.775520833333
395,1,15323.772777777778
395,8,15323.77287037037
395,6,15323.784537037038
396,1,14875.648645833333
396,1,14875.679340277778
396,8,14875.900578703704
396,6,14879.901365740741
397,1,15554.875277777777
397,8,15555.544791666667
397,6,15555.550185185186
398,1,15364.669074074074
398,8,15364.693981481481
398,9,15371.819398148149
398,6,15399.057349537037
400,1,15239.634305555555
400,8,15245.547835648149
400,6,15251.830555555556
401,1,14691.035833333333
401,8,14728.79304398148
401,6,14728.793125
403,1,15356.696006944445
403,8,15357.670104166667
403,6,15357.679039351851
404,1,14629.042407407407
404,8,14651.93800925926
404,6,14651.938148148149
405,1,15359.6790625
405,8,15359.679328703704
405,6,15362.766770833334
405,8,15362.773715277777
405,6,15365.004027777777
406,1,14623.05931712963
406,1,14623.059467592593
406,8,14623.82119212963
406,6,14623.821261574074
409,1,15215.836226851852
409,8,15216.606793981482
409,6,15216.62474537037
410,1,14929.028113425926
410,8,14936.921909722223
410,6,14936.922361111112
411,1,14940.043622685185
411,8,14950.916770833333
411,6,14953.892893518518
413,3,15238.656712962964
413,1,15240.639039351852
413,8,15240.639282407408
413,6,15260.91849537037
413,6,15260.918530092593
415,1,15419.79525462963
415,8,15419.795347222222
415,6,15420.974930555556
415,6,15420.97494212963
416,1,14799.578090277777
416,8,14827.892835648148
416,6,14827.893287037037
417,1,15433.931736111112
417,8,15434.8365625
417,9,15436.556689814815
417,6,15446.77511574074
418,1,15464.893275462962
418,8,15467.541122685185
418,6,15467.683773148148
419,1,14792.692569444445
419,8,14792.818541666667
419,9,14792.819351851851
419,8,14803.875960648149
419,6,14803.876122685186
420,1,14867.905949074075
420,8,14867.91042824074
420,6,14867.910497685185
422,1,14979.99238425926
422,8,14984.67730324074
422,6,14984.678310185185
423,3,14867.8603125
