CaseID,Activity,Timestamp
173880,5,15271.728090277778
173880,6,15275.751539351852
173880,6,15275.763726851852
173880,4,15275.909780092592
173880,4,15275.935729166667
173880,4,15275.940243055555
173880,4,15276.077488425926
173880,4,15281.704722222223
173880,4,15282.82375
173880,6,15282.881793981482
173889,1,15250.650381944444
173898,1,15250.650775462964
173898,3,15250.832199074073
173898,3,15250.94849537037
173898,3,15250.952673611111
173898,5,15258.030775462963
173898,5,15259.932569444445
173898,5,15261.083888888888
173901,1,15250.648449074075
173904,1,15250.649571759259
173913,3,15250.697129629629
173913,5,15250.703101851852
173913,5,15253.7184375
173913,5,15257.827349537038
173913,6,15259.91255787037
173913,6,15259.917430555555
173916,2,15250.708668981482
173916,2,15250.70917824074
173916,2,15250.721875
173919,1,15250.646122685184
173919,3,15250.7696875
173919,3,15250.922511574074
173919,3,15250.927858796296
173919,3,15250.953125
173919,3,15251.752800925926
173925,1,15250.644641203704
173925,3,15250.76505787037
173925,3,15250.766458333334
173928,3,15250.68693287037
173928,3,15250.706979166667
173928,3,15250.895231481481
173928,5,15250.895960648148
173928,5,15250.897083333333
173928,5,15258.019513888888
173928,5,15259.925717592592
173928,5,15268.77255787037
173928,5,15269.101203703704
173928,5,15271.925972222221
173928,5,15273.682974537038
173928,6,15278.888217592592
173928,4,15279.053506944445
173928,4,15279.805543981482
173928,4,15280.027928240741
173928,4,15280.125069444444
173928,4,15281.700856481482
173928,4,15285.706747685184
173928,4,15287.776527777778
173928,6,15287.84642361111
173928,4,15287.890532407408
173928,4,15287.890729166667
173928,4,15288.094502314814
173928,4,15288.813449074074
173928,4,15289.201666666666
173928,4,15290.773032407407
173928,4,15295.982280092592
173928,4,15296.728819444445
173928,4,15296.986226851852
173928,4,15297.017789351852
173928,4,15297.19929398148
173928,4,15297.778217592593
173928,4,15297.915925925927
173928,4,15299.731331018518
173928,4,15299.751273148147
173928,4,15300.19775462963
173928,4,15300.810960648148
173928,4,15300.951261574073
173928,4,15302.783599537037
173928,4,15303.92832175926
173928,4,15304.760868055555
173928,4,15304.940844907407
173928,4,15306.78332175926
173928,4,15306.981354166666
173928,6,15307.727465277778
173934,1,15250.645243055556
173937,3,15250.689560185185
173937,3,15251.020347222222
173937,3,15251.771921296297
173937,3,15251.836481481481
173937,3,15251.992858796297
173937,3,15252.656990740741
173937,3,15252.822638888889
173937,3,15253.020949074074
173937,3,15254.11451388889
173937,3,15254.639907407407
173937,3,15255.036724537036
173937,3,15255.73011574074
173937,3,15274.062106481482
173937,3,15280.718854166667
173940,3,15250.697835648149
173940,3,15251.021828703704
173940,3,15251.035590277777
173940,5,15257.825289351851
173940,6,15259.762916666667
173940,4,15259.775173611111
173940,4,15259.809467592593
173940,4,15260.636273148148
173940,4,15260.817083333333
173940,6,15260.841354166667
173940,4,15260.849965277777
173940,4,15260.852094907408
173940,4,15261.045960648149
173940,6,15261.604502314814
173943,1,15250.641469907407
173943,3,15250.733310185185
173943,3,15250.768159722222
173943,3,15250.9203125
173943,3,15250.920555555556
173943,3,15251.082152777777
173943,3,15251.084722222222
173943,3,15251.087824074075
173943,5,15258.08329861111
173943,5,15258.124027777778
173943,5,15265.65775462963
173943,5,15266.886875
173943,5,15267.079872685184
173943,5,15269.059143518518
173943,5,15271.892060185186
173943,5,15279.134247685186
173943,5,15281.71912037037
173946,3,15250.703564814814
173946,5,15250.704259259259
173946,5,15257.975729166666
173946,5,15258.764421296297
173946,5,15281.71900462963
173949,1,15250.640173611111
173949,3,15250.754803240741
173949,3,15251.71763888889
173949,3,15251.767673611112
173949,5,15252.967488425926
173949,5,15259.008946759259
173949,5,15259.038935185185
173949,5,15271.630659722223
173949,5,15271.634016203703
173949,5,15271.634849537037
173949,5,15273.011608796296
173949,5,15273.045219907408
173949,5,15274.704097222222
173949,6,15278.940277777778
173955,3,15250.704293981482
173955,3,15251.04193287037
173955,3,15251.639502314814
173955,5,15258.999351851851
173955,5,15259.666840277778
173955,5,15264.680439814814
173955,6,15266.594189814814
173955,6,15266.847719907408
173955,4,15266.870752314815
173955,4,15267.094571759259
173955,4,15267.10318287037
173955,4,15267.648483796296
173955,4,15273.722627314815
173955,4,15274.64162037037
173955,4,15274.643668981482
173955,4,15274.839108796295
173955,4,15279.735648148147
173955,4,15280.030335648149
173955,4,15280.132152777778
173955,4,15281.69898148148
173955,4,15285.712430555555
173955,4,15288.209895833334
173955,4,15288.810694444444
173955,4,15289.722916666668
173955,4,15294.966145833334
173955,4,15295.97894675926
173955,4,15297.770219907406
173955,4,15299.768101851852
173955,4,15301.784791666667
173955,4,15301.930208333333
173955,4,15302.167592592592
173955,4,15302.778530092593
173955,4,15302.7984375
173955,4,15303.067743055555
173955,4,15307.842604166666
173955,4,15307.962164351851
173958,3,15250.701307870371
173958,3,15251.041030092592
173958,3,15251.727430555555
173958,3,15257.64664351852
173958,3,15267.78375
173958,3,15274.710474537036
173958,3,15280.182905092594
173958,3,15280.19212962963
173958,3,15280.718888888889
173961,1,15250.64142361111
173964,1,15250.638472222223
173964,3,15250.731643518518
173979,3,15250.708622685184
173979,3,15250.732974537037
173979,5,15257.695543981481
173979,6,15258.834641203704
173982,3,15250.772534722222
173982,3,15250.77539351852
173982,5,15257.97712962963
173985,1,15250.657407407407
173985,3,15250.66295138889
173985,5,15257.786331018518
173985,6,15259.985
173985,6,15260.684837962963
173988,1,15250.663368055555
173988,3,15250.666921296297
173988,3,15250.690266203705
173988,5,15257.93912037037
173997,3,15250.838854166666
173997,3,15251.660601851852
173997,3,15251.758032407408
173997,3,15251.781064814815
173997,5,15259.010833333334
173997,5,15260.758298611112
173997,5,15266.688171296297
174000,1,15250.696527777778
174000,3,15250.699537037037
174000,5,15250.70074074074
174000,5,15257.942060185185
174000,5,15259.122233796295
174000,5,15260.769525462963
174000,5,15262.777546296296
174000,5,15265.763055555555
174000,5,15266.986828703704
174000,5,15268.727465277778
174000,5,15269.954212962963
174000,5,15271.853333333333
174000,5,15272.05951388889
174000,5,15281.718969907408
174006,1,15250.7575
174009,3,15250.710092592593
174009,3,15250.716087962963
174009,3,15250.755578703704
174009,3,15250.885833333334
174009,3,15250.897175925926
174009,5,15253.121041666667
174009,5,15253.768541666666
174009,5,15257.8090625
174009,6,15260.649652777778
174012,3,15250.841585648148
174012,3,15250.853599537037
174012,5,15250.855
174012,5,15250.857326388888
174012,5,15257.984537037037
174012,5,15259.922175925925
174012,5,15261.074421296296
174012,5,15261.09758101852
174012,5,15261.100011574074
174012,5,15262.875474537037
174012,5,15265.875532407408
174012,5,15265.983287037037
174015,1,15250.758993055555
174018,3,15250.850752314815
174018,5,15250.85324074074
174018,5,15250.854212962962
174018,5,15257.982731481481
174018,5,15264.732719907408
174021,1,15250.760266203704
174024,1,15250.761412037036
174024,3,15250.763414351852
174024,3,15250.855266203704
174024,3,15250.865289351852
174027,1,15250.762685185186
174030,3,15250.843981481481
174030,3,15250.96738425926
174030,3,15250.968009259259
174030,3,15250.96974537037
174030,3,15250.981145833333
174030,3,15251.644988425925
174030,3,15251.808923611112
174030,3,15252.053668981482
174030,3,15252.110706018519
174030,3,15252.115150462963
174030,3,15252.63886574074
174030,3,15252.709456018518
174030,3,15252.714756944444
174030,3,15252.88556712963
174030,3,15253.033101851852
174030,3,15253.083090277778
174030,3,15253.714270833334
174030,3,15254.09295138889
174030,5,15261.648472222223
174030,5,15262.953055555556
174030,5,15265.760393518518
174030,5,15265.781631944445
174030,5,15272.776006944445
174030,5,15279.150358796296
174030,5,15281.098599537037
174030,5,15283.074375
174036,3,15250.94849537037
174036,3,15250.970092592592
174036,3,15250.971203703704
174036,3,15250.988645833333
174036,5,15258.029212962963
174036,5,15260.732175925927
174036,6,15264.688472222222
174036,6,15264.716331018519
174036,4,15264.72636574074
174036,4,15264.73349537037
174036,4,15264.766793981482
174036,4,15264.818796296297
174036,4,15264.905844907407
174036,4,15264.910104166667
174036,4,15264.914108796296
174036,4,15264.918356481481
174036,4,15264.979131944445
174036,4,15265.690590277778
174036,4,15265.713171296296
174039,3,15250.847256944444
174039,3,15251.662974537037
174039,3,15251.818726851852
174039,3,15251.921527777778
174039,3,15252.015289351852
174039,3,15252.999386574074
174039,3,15253.661736111111
174039,3,15253.663831018519
174039,3,15254.117222222223
174039,3,15255.020729166667
174039,3,15255.699953703705
174039,3,15255.857407407408
174039,3,15257.758460648149
174039,5,15265.02119212963
174039,5,15266.698252314814
174039,5,15268.64855324074
174039,6,15274.667824074075
174042,3,15250.768946759259
174042,5,15250.776365740741
174042,5,15251.78894675926
174042,5,15253.662916666666
174042,6,15257.6471875
174042,4,15257.65505787037
174042,4,15257.777685185185
174042,6,15257.80712962963
174042,6,15258.890532407408
174042,6,15258.892939814816
174042,6,15258.894629629629
174042,6,15258.946736111111
174045,3,15250.763564814815
174045,5,15250.76712962963
174045,6,15250.767372685184
174045,6,15250.79068287037
174045,4,15250.880289351851
174045,4,15253.643043981481
174045,4,15254.885011574073
174045,4,15255.714074074074
174045,4,15257.663090277778
174045,4,15258.717881944445
174045,4,15258.955486111112
174045,4,15258.994918981482
174045,4,15259.878043981482
174045,4,15260.643738425926
174045,4,15264.902685185185
174045,6,15265.674097222221
174048,3,15250.769375
174051,1,15250.801099537037
174051,1,15250.8121875
174060,3,15250.852858796296
174060,5,15250.854409722222
174060,5,15250.867118055556
174060,5,15250.869837962962
174060,5,15250.881412037037
174060,5,15257.987083333333
174060,5,15259.924166666666
174060,5,15271.895532407407
174060,5,15272.778530092593
174060,5,15272.92789351852
174060,5,15275.089675925927
174060,5,15275.092523148149
174060,5,15275.111770833333
174060,5,15282.131030092592
174060,5,15283.894837962964
174060,5,15285.938877314815
174060,5,15285.945439814815
174060,5,15286.914479166666
174060,5,15289.064837962964
174060,5,15293.097835648148
174060,5,15295.85
174060,5,15295.963877314814
174060,5,15297.853622685185
174060,5,15305.002847222222
174060,5,15308.095925925925
174060,5,15308.925069444444
174060,6,15313.937708333333
174060,6,15313.9528125
174060,6,15314.701400462964
174060,6,15314.83210648148
174060,4,15314.867337962964
174060,4,15314.888518518519
174060,4,15317.683344907407
174060,6,15317.703715277778
174060,6,15317.744247685185
174060,6,15317.764988425926
174060,6,15317.929189814815
174060,6,15321.02980324074
174060,6,15321.593807870371
174060,6,15321.66949074074
174060,6,15321.675879629629
174060,6,15321.739189814814
174069,1,15250.810150462963
174069,3,15250.902013888888
174069,3,15250.97400462963
174069,5,15250.976597222223
174069,5,15257.79607638889
174069,6,15260.709085648148
174069,4,15260.716550925927
174069,4,15260.71675925926
174069,4,15260.721273148149
174069,4,15260.721689814814
174069,4,15260.721770833334
174069,4,15260.77306712963
174069,4,15260.774189814814
174069,4,15260.774733796296
174069,4,15260.775011574075
174069,4,15260.789675925926
174069,4,15260.804097222222
174069,4,15260.807013888889
174069,6,15260.936597222222
174072,1,15250.817546296295
174075,1,15250.81337962963
174078,3,15250.885300925926
174078,3,15250.90349537037
174078,3,15250.9240625
174078,5,15250.925717592592
174078,5,15258.025150462963
174078,5,15260.636597222223
174078,6,15265.091261574074
174084,3,15250.833240740742
174084,3,15250.854293981482
174084,3,15250.855104166667
174084,5,15250.857037037036
174084,6,15250.85741898148
174084,4,15250.858680555555
174084,4,15250.880486111111
174084,4,15250.91662037037
174084,4,15251.598726851851
174084,4,15251.658055555556
174084,4,15251.67349537037
174084,4,15251.678854166666
174087,3,15250.828842592593
174087,5,15250.83111111111
174087,5,15252.956053240741
174087,5,15258.665925925927
174087,6,15258.742604166666
174090,3,15250.903703703703
174090,3,15251.66849537037
174090,3,15251.821851851852
174090,3,15251.995266203703
174090,3,15252.996666666666
174090,3,15253.658900462962
174090,3,15254.115185185185
174090,3,15254.121388888889
174090,3,15255.02511574074
174090,3,15255.708796296296
174090,3,15281.718819444444
174093,3,15250.915011574074
174093,5,15250.916145833333
174093,5,15258.024733796296
174093,5,15259.926712962962
174093,5,15260.510474537037
174093,5,15261.011053240742
174093,5,15267.112395833334
174093,5,15268.079837962963
174093,5,15276.11986111111
174093,5,15279.142430555556
174093,5,15281.132083333334
174093,5,15281.719085648148
174096,3,15250.907534722222
174096,3,15250.932824074074
174096,5,15250.936168981481
174096,5,15251.767951388889
174096,5,15251.770023148149
174096,5,15258.710578703704
174096,6,15261.879375
174096,4,15262.066956018518
174096,4,15262.097256944444
174096,4,15264.959467592593
174096,4,15264.959837962962
174096,4,15264.983194444445
174096,4,15267.689988425926
174096,4,15268.66244212963
174096,6,15268.689085648148
174096,6,15268.692083333333
174099,3,15250.909733796296
174099,3,15251.732511574073
174099,3,15251.8375
174099,5,15254.077731481482
174099,5,15254.080740740741
174099,5,15254.087430555555
174099,5,15261.644479166667
174099,5,15266.691435185185
174099,5,15267.642314814815
174099,6,15273.788472222222
174102,3,15250.927650462963
174102,3,15250.928252314814
174105,3,15250.859918981481
174105,5,15250.860648148147
174105,6,15250.865925925926
174111,1,15250.883229166666
174111,3,15250.931712962964
174111,3,15250.944212962962
174114,1,15250.876064814815
174117,1,15250.888009259259
174120,1,15250.90712962963
174120,1,15250.91375
174120,3,15250.91670138889
174120,3,15250.93105324074
174120,3,15250.932060185185
174120,3,15250.935289351852
174120,3,15250.937777777777
174120,3,15250.960393518519
174123,1,15250.93079861111
174126,1,15250.93587962963
174129,1,15250.948773148148
174132,3,15250.949988425926
174132,3,15250.999259259259
174132,3,15251.02017361111
174132,5,15258.031770833333
174132,5,15258.070127314815
174132,5,15258.716828703704
174132,6,15260.912222222221
174132,4,15260.927141203703
174132,4,15261.03292824074
174132,4,15261.118090277778
174132,4,15261.122824074075
174132,4,15261.126516203703
174132,4,15265.669814814815
174132,4,15265.944699074074
174132,4,15266.037233796296
174132,4,15266.082858796297
174132,4,15266.119988425926
174132,4,15266.716817129629
174132,4,15267.646412037036
174132,4,15267.890462962963
174132,4,15268.062222222223
174132,4,15268.092488425926
174132,4,15268.676284722222
174132,4,15268.846296296297
174132,4,15269.059155092593
174132,4,15269.09650462963
174132,4,15273.672141203704
174132,6,15273.753298611111
174132,6,15273.869953703705
174132,4,15273.973206018518
174132,4,15274.839814814815
174132,4,15278.817523148147
174132,6,15278.913194444445
174132,4,15279.139375
174132,4,15279.142800925925
174132,4,15281.69380787037
174132,4,15285.719664351851
174132,4,15285.836886574074
174132,6,15285.925185185186
174132,6,15285.931898148148
174135,1,15250.947650462964
174138,1,15250.949930555556
174138,3,15251.005671296296
174138,3,15251.663784722223
174138,3,15251.665335648147
174141,3,15250.961597222222
174141,3,15250.962951388889
174141,5,15253.687824074073
174141,5,15258.68263888889
174141,6,15261.964259259259
174144,3,15251.04412037037
174144,3,15251.642175925926
174144,3,15251.769143518519
174144,3,15251.8375
174144,5,15258.673356481482
174144,6,15262.028020833333
174147,3,15251.045439814814
174147,3,15251.644039351851
174147,3,15251.808969907408
174147,3,15251.983831018519
174147,3,15252.654976851853
174147,3,15252.81736111111
174147,3,15253.023564814815
174147,3,15253.664872685185
174147,3,15254.112372685186
174147,3,15254.1228125
174147,3,15255.026400462963
174147,3,15255.712476851852
174147,3,15255.880914351852
174147,3,15255.886469907407
174147,3,15276.678032407408
174147,3,15281.718842592592
174150,1,15251.000277777777
174150,3,15251.050219907407
174150,3,15251.658703703704
174150,3,15251.81070601852
174150,3,15251.810949074074
174150,3,15251.823136574074
174150,3,15251.850081018518
174150,3,15251.908703703704
174150,3,15251.919050925926
174150,3,15251.987789351851
174150,3,15252.034409722222
174150,3,15252.048287037038
174150,3,15252.707314814816
174150,3,15252.713414351852
174150,3,15281.718877314815
174153,3,15251.04662037037
174153,3,15251.664849537037
174153,3,15251.665763888888
174153,3,15251.666851851853
174153,3,15251.716898148148
174153,3,15251.82329861111
174153,3,15251.993680555555
174153,5,15251.994074074075
174153,5,15259.117511574073
174153,5,15259.640625
174153,6,15264.849328703704
174159,3,15251.048287037038
174159,3,15251.643055555556
174159,3,15251.811296296297
174159,3,15251.987673611111
174159,3,15252.045543981481
174159,3,15252.69119212963
174159,3,15252.69761574074
174159,5,15252.698333333334
174159,5,15252.69957175926
174159,5,15259.719131944445
174159,5,15259.909976851852
174159,5,15261.030613425926
174159,5,15265.028229166666
174159,5,15266.027118055556
174159,5,15268.05400462963
174159,5,15269.932777777778
174159,5,15272.759166666667
174159,5,15274.749444444444
174159,5,15276.844780092593
174159,5,15282.063773148147
174159,5,15282.157777777778
174159,5,15282.712986111112
174162,1,15251.013206018519
174168,1,15251.016759259259
174168,3,15251.062060185186
174168,5,15251.06974537037
174168,5,15257.80425925926
174168,6,15260.635023148148
174168,4,15260.679363425927
174168,4,15260.687662037037
174168,4,15260.714849537037
174168,6,15260.758935185186
174168,6,15260.785335648148
174168,4,15260.99056712963
174168,4,15261.014710648149
174177,3,15251.084710648149
174177,3,15251.659664351851
174177,3,15251.817800925926
174177,3,15252.011261574075
174177,3,15252.664513888889
174177,3,15252.828877314814
174177,3,15253.028530092593
174177,3,15253.665150462963
174177,3,15254.118055555555
174177,3,15255.02199074074
174177,3,15255.70244212963
174177,3,15281.718900462964
174180,3,15251.102395833334
174180,5,15251.105532407408
174180,5,15251.109270833333
174180,5,15258.056493055556
174180,5,15258.088842592593
174180,5,15261.669282407407
174186,1,15251.070150462963
174186,3,15251.115590277777
174195,1,15251.071030092593
174195,3,15251.120127314814
174198,1,15251.07207175926
